tweet_id,text,ideal_intent,ideal_escalate,ideal_escalate_reason,brand_reply
2322514,"@AppleSupport hello, I was wondering if there is a SuperDrive (disc reader) for apple MacBook with only thunderbolt usb-c connection? Cause I have a new MacBook Pro 15” which I bought 3 weeks ago.",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@672979 Thanks for reaching out to us. We are always happy to help. We don't have a SuperDrive that natively supports Thunderbolt 3/USB-C. However, we do sell a USB-C to USB Adapter that will allow our current SuperDrive to work."
1748931,@AppleSupport is his email real or not ? It was sent to my junk so just curious https://t.co/K3eAtwcdtx,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@527159 Thanks for bringing this to our attention. Please review our resource on these emails here: https://t.co/LNMCdqt6fD
1710948,@115858 my iphone has frozen/turned off multiple times since 11OS updates. I’ve never had problems with previous updates. Not happy 😡,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@518300 We're here to help. When you have a free moment, can you please tell us which version of iOS you are currently running?"
2847234,"Does anyone else's ""Reachability"" function on their #iPhone8 keep randomly stop working? I have to restart my #IPhone every time it happens @AppleSupport. Kinda aggravating @115858. 😕",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@178506 We want to help you enjoy all the features on your iPhone 8. To start, please DM us with the country where you're located and the iOS version you're using on your iPhone 8. You can find this by going to Settings &gt; General &gt; About. We look forward to working with you. https://t.co/GDrqU22YpT"
460882,@AppleSupport @13773 no changes to subscription &amp; can not access HBONow without opening a new account. Is there a glitch?,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@224494 Our iTunes Store team will be best able to help you sort out what's going on. You can reach out to them here: https://t.co/SDIe7UiyJN
1000223,"Wth @115858, I've been clicking ""download &amp; install"" for almost a week now but the update doesn't want to start download. 🤔",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@356800 We'd be happy to help you get your apps updated. Have you tried another Wi-Fi network? Please DM us your device and version of OS: https://t.co/GDrqU22YpT
2487256,"@AppleSupport I’ve read the iCloud Drive documentation, but I can’t figure out what no icon next to a folder means on macOS. https://t.co/QOkti7Q8nv",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@123986 Hi there. That's a great question. When you don't see an iCloud status icon, this indicates the file has been downloaded."
1366398,@AppleSupport CAN U PLEASE ANSWER MY DMs,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@424003 We've gotten your DM and will be working with you there.
1118206,"@AppleSupport I won’t get WhatsApp notifications till I open the app, ever since updating to iOS 11. Currently using iOS 11.0.3. Pls help.",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@383848 Thanks for reaching out. We've also received your DM and will respond from there to help with your WhatsApp notifications.
1297957,@115858 support what’s the fix for the back arrow failure,other,False,Can be auto-handled with standard troubleshooting steps.,@423336 We want to help. DM us the device and OS it's using here: https://t.co/GDrqU22YpT
1867774,"@115858 literally the new iPhone update has broken my phone, nothing works and I hate it, can’t even hang up calls or FaceTime😤 #conspiracy",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@557939 We want to look into this with you. What happens when you try to end calls? Please send your answer in a DM. https://t.co/GDrqU22YpT
2752714,"@115858 really trying set us up to get fired from our jobs. The iOS 11 update got the alarm clock sound super low, no matter how loud you make the volume on your phone. 😒",ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@770594 We know how important having your Alarms work properly is. Let's work together towards a resolution! To help get us started, may we get the exact iOS version currently on your device? This can be found in Settings &gt; General &gt; About."
1954179,It’s not moving at all @AppleSupport . None of my stuff is in my iCloud... https://t.co/HyfDHNPuh4,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@580103 Thanks for reaching out, we want to help! What model of device is this? Are you using cellular data or Wi-Fi right now? https://t.co/GDrqU22YpT"
1357290,En Febrero cumplo 2 años con un problema con mi iMac que pertenece a un lote que salió fallado al mercado. @115858 no me ha resuelto,other,False,Can be auto-handled with standard troubleshooting steps.,@436446 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2033127,@AppleSupport my iPhone x battery is getting drained even when its kept at home in box. Pls help,battery_power,False,Can be auto-handled with standard troubleshooting steps.,@161904 We want to be sure you get the most out of your iPhone battery life. Send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT
1991069,I updated my phone so why tf am I still seeing boxes nshit like I got an Android?! @AppleSupport,ios_update,True,Customer expresses high frustration.,@589265 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. DM us. https://t.co/GDrqU22YpT
629673,@115858 @AppleSupport still no response from my complaint I submitted via the support agent and also https://t.co/ATIKQgKVoc - does legal action get one?,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@269164 Thanks for reaching out to us. We'd like to know more about what is going on. DM us the details and we'll go from there. https://t.co/GDrqU22YpT
2918907,"@115858 @AppleSupport do you know your cases and protection link on your accessories page is broken? I've tried on my mobile, laptop and iPad and cant access it also tried on my cellular network and wifi. #JustHelping 😁 https://t.co/toJ15qudfD",hardware_purchase,True,Requires store appointment or checking order status.,@807889 Thanks Chris. We've escalated this appropriately. Let us know if you have any other questions.
2311606,"@AppleSupport I keep getting my account ""locked for security reasons"" and I'm getting tired of it, don't want to jump through hoops when I just want to watch netflix on my apple TV. Can my account be whitelisted or at least some IPs or domains?",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@670386 We know how important it is to have access to your Apple ID. This can help if your Apple ID is locked or disabled: https://t.co/DYEXEbD7Im Specific to questions about your Apple TV, please contact our Apple TV team via phone support through: https://t.co/IBIY3vMgPj"
2069021,"@AppleSupport is there a reason the new iPhone update has slowed down my phone and has so many errors, the same time as a new release?",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@611860 Let's meet in DM and we'll look into these issues you're experiencing. Let us know which iOS 11 version you have to get started. https://t.co/GDrqU22YpT
2047529,@AppleSupport my iPhone7 will continually ask for my gmail password when I'm not doing anything it's happening every minute how do I stop it,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@442656 We're here to help. Do you get any errors when you input your password? Also, which version of iOS are you currently running?"
1794927,@115858 I’d like to know where the fuck my memes go when I added them to a specific meme photo album and can’t even find them💆🏻‍♂️🤦🏻‍♂️,other,True,Customer expresses high frustration.,@539367 We can defintely look into this with you. Let's get together in DM and look into this further. Which device are you using? https://t.co/GDrqU22YpT
1748758,@AppleSupport you guys need to fix the auto correct glitch in your software.  Our i’s are turning into I️,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@527110 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2051477,Hey @AppleSupport @115858 Where's the update that makes my phone stop shutting off when my battery is at 98%?,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@456286 We can assist you. Please DM us via the following link with more details on when this started and what is taking place. https://t.co/GDrqU2kzhr
1166651,Solicité recuperar mi contraseña de iTunes.. han pasado mas de 48 hrs sin respuesta 😡 @AppleSupport @3183,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@394424 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
546566,"@AppleSupport why does my IPhone SE keep vibrating even though there’s no notifications 
I’m on IOS 11.2",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@247094 We'd be happy to look into this issue with you. Please DM us any troubleshooting actions you've attempted on your own and we'll get this sorted out. https://t.co/GDrqU22YpT
558812,Could @sprintcare or @AppleSupport explain to me why half the names in my contact list just disappeared. What is going on? Please fix the issue or system. 😫😑 #iamroemelloe,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@250592 We would love to look into this for you. Can you confirm what iOS version you are running? Let us know via DM. https://t.co/GDrqU22YpT
486087,"@AppleSupport seriously? This #Ios11 update has got to be THE WORST. My iPhone 6 lags, freezes, randomly turns off, I open up Snapchat &amp; it wont record it just starts snapping pictures then freezes. You guys need to fix this or I’m going to @125607 😡",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@230638 Let's get your iPhone running just as you expect it. Could you join us in DM with some more info on what you're seeing after that update? https://t.co/GDrqU22YpT
1228039,"@AppleSupport genius told me to restore as new, been stuck for an hour https://t.co/9gXWiLbmFM",hardware_purchase,True,Requires store appointment or checking order status.,"@133586 We're here to help. Send us a DM, and we can assist you with the restore. https://t.co/GDrqU22YpT"
356444,"@AppleSupport Wow! now my #iPhone7Plus won't even boot up after facing performance issues.
#myLASTiPhone",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@200633 We understand the concern over your devices performance. Let's take a look into options in DM.
2278014,Hey @115858 it would be nice if my screen would quit getting stuck sideways aftert the latest iPhone update,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@662418 We'd like to help. DM us what iOS version you're on in Settings &gt; General &gt; About. https://t.co/GDrqU2kzhr
1991011,Every time I️ type an I️ it changes it 🙈 @115858 fix iOS 11 with this,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@589246  We know this can be an issue for you here. What's the full iOS version installed? Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT"
2031725,I’ve had my X for 2 days and lost my adapter @AppleSupport help,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@600771 Thanks for reaching out. Which particular accessory are you unable to locate? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT
1070166,@AppleSupport Why is the Iphone 8 rated with IP67 if it isnt fully water proof? I thought IP67 meant its fully waterproof...,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@372515 To learn more about water resistance with the iPhone 8, take a look at this: https://t.co/7BYhy7G38U"
1063098,@AppleSupport sinds ios11 duurt het minuten om mijn telefoon opgestarten iphone7 is dit normaal ?,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@371022 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2052191,@AppleSupport this update on maps is gonna end up being the cause of my death from getting in a wreck cuz it lags and sucks,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@606908 We want to help with Maps. Please send us a DM letting us know the device and software version you're using. https://t.co/GDrqU22YpT
440635,"Dear @115858, your iOS update is completely awful. Now our phones have so much lag and glitches they are almost unusable. #help #iphonefail",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@219539 We're happy to help. Please let us know more about the issues that you're encountering in a DM. We'll get started from there. https://t.co/GDrqU22YpT
1876977,"Hey @115858 - have you guys just given up? Slow phone, can’t log into my Apple TV and Mac Air is slow as shit. You guys even trying anymore?",bug_feature,True,Customer expresses high frustration.,@560303 That should not be happening. Let us help. Send us a DM telling us more about what's happening with your devices. https://t.co/GDrqU22YpT
714202,@115858 -just bought a ipod touch yesterday and it won't work. Tech support couldn't help. Gotta solve error 4013. #havetogobacktoapplestore,hardware_purchase,True,Requires store appointment or checking order status.,@290845 We'd be happy to check this out. Does anything show on iPod display?Let us know in DM. https://t.co/GDrqU22YpT
2138925,"@115858: update ready to install for MacOs
Me: Probably a good idea
Macbook after updates: I forgot what a capital i looks like. Ok if I just show something else instead?

@115858 thanks for breaking a month old computer this AM with the same bug that got my phone this weekend... https://t.co/JM1P01Nz6V",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@629077 We'd like to look into this with you further. DM us which macOS version you're running to get started. https://t.co/GDrqU22YpT
1172232,"@AppleSupport Store staff couldn't fix my issue yest, set up a call. Staff called today had no idea what I needed. Apple's better than this.",hardware_purchase,True,Requires store appointment or checking order status.,"@395729 We want to help you. DM us, and let us know what's going on. We'll look into this. https://t.co/GDrqU2kzhr"
1420643,@AppleSupport Hi. Since iOS 11. The speaker on my iPhone 6S is very distant and not clear. I have the latest software. iOS 11.0.3,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@326454 We’ve got just what you need. Let us know if these steps help: https://t.co/4Kux8rhhGX
537630,"Every time my phone reset i will send you a message until you fix this shit @AppleSupport
 Fix the damn phone. I can’t take it anymore, I NEED THE FUCKING PHONE WITH NO BUGS.",bug_feature,True,Customer expresses high frustration.,@244621 We want to work on this with you. When did this start happening? Which iOS are you running? Which iPhone do you have?
513598,@AppleSupport why my iphone gives me thiss ??!!!??! #help pleaseeeeeeee @115858 @116333 https://t.co/RIOualKLMm,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@238206 Sorry you're having issues! How long has this been going on for? Let us know in a DM. https://t.co/GDrqU22YpT
1709352,@AppleSupport I wanted to report an inbound scamming service from the below number. Called pretending to be Apple trying to steal money https://t.co/iiNMWd9hXw,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@517953 We appreciate you bring this to our attention. Check out this link for more information: https://t.co/LNMCdqt6fD
2128175,Hey @AppleSupport! My Lightning to SD Card reader is importing photos on my 7 Plus pixilated &amp; not full resolution. Why is this?,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@351367 We'd love to look into this with you. Join us in DM and provide us with your software version. Click here: https://t.co/GDrqU22YpT
2408451,"So @AppleSupport @115858, you wanna explain to me why my phone won’t charge every time I plug it in? Or is this just another one of your plots to get your customers to spend more of their money? 🤔 https://t.co/kVfQecZIsw",battery_power,False,Can be auto-handled with standard troubleshooting steps.,@692550 We'll do everything we can to help! Check out this article regarding issues with charging your device and then let us know what you discover: https://t.co/uqxquyfdn0
1908489,@115858 explain to me why my phones constantly freezing after your update and I can’t hear during phone calls????,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@568554 We'd love to look into this further with you. Send us a DM with details of what you're experiencing, and we'll go from there: https://t.co/GDrqU22YpT"
584712,"@AppleSupport the adapter for my sons iphone7 has failed to work he’s only been using it since October 26th, it was bought 2 months prior but opened for his birthday .",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@257981 We'll do everything we can to make sure the accessories for your son's iPhone are working as they should. Which iOS version is currently installed on the device? Let us know via DM and we'll continue with you there. https://t.co/GDrqU22YpT
1499977,"@115858 @AppleSupport to Indian users;Old apple products aren't working ..ok, but we're busy in selling iPhoneX so..WAIT! #crazy! @116333",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@137646 Please join us in DM to take a closer look at your case, and determine the best steps to continue support. https://t.co/GDrqU22YpT"
2237291,#phising @AppleSupport @115858 @115858 #apple https://t.co/jX54fxpTDa,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@652410 Thanks for bringing this to our attention. This email definitely isn't from Apple. Don't click any links in the email you received, and please take a moment to review this link: https://t.co/LNMCdqt6fD DM us with any questions. https://t.co/GDrqU22YpT"
2050582,"@AppleSupport love apple but took a phone in for a clean,girlfriend asked if they could do hers also and they broke the loud speaker 😢",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@606407 We’d be glad to take a look at the situation. Can you start by giving us more information about the visit via DM? https://t.co/GDrqU2kzhr
266927,@115858 OS11 has crippled the iPhone 6s+ From poor battery life to strange lagging. The message is clear buy the 8. #rottenapple #nosupport,battery_power,False,Can be auto-handled with standard troubleshooting steps.,@179617 We'd like to help. Please reach out to us in DM and we'll get going. https://t.co/GDrqU22YpT
234981,@AppleSupport what have you done to my iPad? Keeps going sleep while I’m using it and repeatedly takes screenshots for no apparent reason,hardware_purchase,True,Requires store appointment or checking order status.,@171963 We'd love to help out with your iPad! Which version of iOS are you using under Settings &gt; General &gt; About? DM us here. https://t.co/GDrqU22YpT
1863487,"@115858 y’all need to fix iOS 11, it has gone from kinda neat to my phone dying and barely working normally anymore",ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@556792 That’s not the experience we want for you. Tell us which version of iOS 11 your iPhone is on, and we’ll help out."
81825,@AppleSupport I am beginning to believe the rumor that the latest iPhone upgrade is faulty in part to force us to buy new phones...I’m on a fixed income now my phone should not be worn out...it’s certainly no fun to use now it’s so slow.. iPhoto slow and the phone drops calls..,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@134124 We want to help. Which iOS version is your device currently running?
1716590,"@115858 @AppleSupport so I charged my phone fully barely 5-6 hours ago it’s down to 23% and it’s getting really hot, again #PokemonGO 🤔👎🏻 https://t.co/eTIY6BGBCs",battery_power,False,Can be auto-handled with standard troubleshooting steps.,@265520 We'd like to investigate this with you. Please send us a DM with which version of iOS you're updated to. https://t.co/GDrqU22YpT
1134158,"@115858, your last 2+ iOS updates feature a disconnect between turning Bluetooth off from swipe up screen and the on/off switch in settings.",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@252840 This is intended. You can read more on that here: https://t.co/G7BHuQnDS6
1889157,@AppleSupport @115858 what a load of nonsense new IOS is. Battery draining and phone getting really warm.,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@563375 We’re happy to help with any complications you’re facing. How long ago did you update? Let us know via a DM. https://t.co/GDrqU22YpT
2016211,I️ I️ I️ I️ why is this happening @AppleSupport,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@409605 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
431385,@115858 @AppleSupport why does my perfectly good phone just literally stop working after a new update comes out :-),ios_update,False,Can be auto-handled with standard troubleshooting steps.,@217554 That's not the experience we want you to have. DM us details using the link below. We're glad to help. https://t.co/GDrqU22YpT
1882367,@AppleSupport voiceover not reading sms properly on ios11.03 possibly needs a bug fix #accessibility,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@561733 Thanks for reaching out, we want to look into this with you. Meet up in DM and let us know what you're seeing/hearing today. https://t.co/GDrqU22YpT"
1275124,@115948 @AppleSupport Apple music apps is asking me to join again. Im an active member. What is happening and how can I solve it?,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@418486 Thanks. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L
1699812,"Hey @AppleSupport want to pay for my phone bill since wifi is SO SLOW since the ios11 upgrade?! Yes, all troubleshooting was done. #fixit",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@515478 We're here to help with any issues you encounter. Please DM us. https://t.co/GDrqU22YpT
1716682,Should of never updated to IOS11. Like @AppleSupport what is going on with this “ I️ “,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@519849 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1657829,".@115858, this is unacceptable. Shouldnt be having a bug like this replace ""the letter after h"" on something called an IPhone! @156471 https://t.co/2HMbNOC4V4",other,False,Can be auto-handled with standard troubleshooting steps.,@505831 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1565188,@115858 I️ was my letter “I️” back wtfff !,other,False,Can be auto-handled with standard troubleshooting steps.,@483211 Check out this article and let us know if it helps: https://t.co/xU1AGHStV6
657765,my@phone won’t stop freezing @115858 leave mealone i’m not buying the new phone,hardware_purchase,True,Requires store appointment or checking order status.,@276589 We'd love to look into this with you. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT
2286099,.@115858 when are you going to fix this obnoxious “I️ “ bug???? Driving me CRAZY.,other,False,Can be auto-handled with standard troubleshooting steps.,@664311 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
2136602,@AppleSupport any help with this? I’m not trying to download or purchase anything but keep getting this error message very frequently https://t.co/FyPFbiQjvP,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@628522 We'd love to help.  You've come to the right place.  Have you tried restarting since this appeared? https://t.co/OWRDHWSt4h
488029,@115858 super disappointed. Recently having problems with my iphone 6s. Impossible to fix it.,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@231168 We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll keep moving from there. https://t.co/GDrqU22YpT
541178,@115858 #ios1112 has left new #iPhone8 useless. Keeps going back to home screen. Any ideas on next update?,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@245546 We've released an update that should help with this issue. Check out this article: https://t.co/osZOKKTalm Let us know if this helps!
1175576,"@AppleSupport iOS 11.0.3 horrendous. Battery drains fast and took 7 hrs today to charge to 5%!?!?Will there be a fix??
#ios11",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@396535 We’d love to help with your battery. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
2629022,.@115858 macOS High Sierra is very very very... buggy! It cannot even remember the Keyboard input source. 😡,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@742500 We'd love to look into this with you. DM us more details about the bugs you mentioned, including which computer you're using, and we'll get started and sorting all of this out. https://t.co/GDrqU22YpT"
1050841,"Cada vez que actualizo IOS cuando se prende tengo el bluetooth activado. Qué pasa, querés pelear @115858?",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@368331 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1886662,"wtf ios 11 is so fucking buggy. My photos app crashed and when I reopened it I had 0 photos, then it started restoring them? @AppleSupport",ios_update,True,Customer expresses high frustration.,@562716 We want to be sure you have access to all of your photos. Have they since restored? DM us and let us know. https://t.co/GDrqU22YpT
1532247,@AppleSupport when will the 11.2 Beta be our for the #iphoneX ?! 😞😧 can’t use the new phone until I get it updated to match my current phone,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@174562 Let's work together in a DM. Please meet us there. https://t.co/GDrqU22YpT
1709239,Just fully charged my iphone &amp; it reads 51% @115858 are terrible at declaring their true percentages #ParadisePapers,battery_power,False,Can be auto-handled with standard troubleshooting steps.,@517917 Having your iPhone's battery life indicate as accurately as possible is important. What iOS version is on the iPhone currently?
2509398,My phone decided to fuck me over and update last night and set my time back an hour.. and I missed my app. Wtf @115858,ios_update,True,Customer expresses high frustration.,@715350 We appreciate you getting in contact with us. We definitely know how important having the correct time is on your iPhone. Please send us a DM. https://t.co/GDrqU22YpT
570189,"Wtf @AppleSupport ..I’ve tried everything on my iPhone X to use AirDrop and I can’t, never had this issue with any of my other iPhones!",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@253844 We're glad you've reached out to us. AirDrop is a great way to get data moved from one device to another. What type of device are we AirDropping to or from? Please DM us. https://t.co/GDrqU22YpT
2353613,"@AppleSupport hey, I’m unable to download anything from the App Store, I can search and click and t asks for verification but then never downloads the app - very frustrating!!",hardware_purchase,True,Requires store appointment or checking order status.,@680085 We'll be happy to work with you to get your apps updated. Were you able to verify the information requested? Have you tried updating over another Wi-Fi connection? Please DM us the device and OS version running: https://t.co/GDrqU22YpT
821245,My old iPhone 5s exploded Lool @115858 can you fix it x,other,False,Can be auto-handled with standard troubleshooting steps.,@315612 We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT
1372472,"@AppleSupport Hi, i’ve updated my iPhone 6 Plus to the new IOS 11.1, and the battery life has gone worse than before. It drains fast. 😢🙄",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@439413 Having great battery life is important. Here's how to ensure that you're getting the most out of it: https://t.co/bivpdfBNJ6
2429201,Why y’all still ain’t fix the damn “I” ?????? Damn @115858 😤😠,other,False,Can be auto-handled with standard troubleshooting steps.,@239915 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ
2831842,"What is going on, @AppleSupport? My iPhone has deleted a whole bunch of numbers...",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@788465 We'd like to help with your missing numbers. DM us which iPhone you have and its iOS version. We'll start there. https://t.co/GDrqU22YpT
1807753,"@AppleSupport should my laptop charger be hot enough to burn me, because it just completely blistered my skin...?",battery_power,False,Can be auto-handled with standard troubleshooting steps.,"@543091 We'd really like to look into this with you further. Meet us in DM with some details, and we'll pick up there. https://t.co/GDrqU22YpT"
2297803,So my Apple charger and cord may not be supported by my iPhone. That makes sense @115858 #forcedupgrades,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@667027 Let's take a look at this for you. Reach out to us in DM https://t.co/GDrqU22YpT
797634,@115858 horrible el ios 11.03 ojala pudiera desinstalarlo y volver al antiguo! 😡 Horrible las notificaciones que debes borrar una por una 😤,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@310166 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
388555,@115858 @AppleSupport  I can’t update to iOS 11.0.2,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@207938 Are you trying to update through Wi-Fi or through iTunes? Let us know and we'll help update.
